MAX_LEN,MAX_THRESHOLD,MIN_LEN,MIN_THRESHOLD,N_ASSEMBLIES,SPECIES
5238555,5738555.0,4674975,4207477.5,16,Xanthomonas oryzae
3517237,3868960.7,3517237,3165513.3000000003,1,Xanthomonas sp.
4561137,5017250.7,4093383,3684044.7,3,Xanthomonas translucens
4635301,5098831.100000001,4225498,3802948.2,2,Xenorhabdus bovienii
4195202,4614722.2,4195202,3775681.8000000003,1,Xenorhabdus doucetiae
4432590,4875849.0,4432103,3988892.7,2,Xenorhabdus nematophila
3659523,4025475.3000000003,3659523,3293570.7,1,Xenorhabdus poinarii
3742776,4117053.6000000006,3742776,3368498.4,1,Xylanimonas cellulosilytica
2813297,3094626.7,2475130,2227617.0,12,Xylella fastidiosa
4471090,4918199.0,4471090,4023981.0,1,Yersinia aldovae
4000307,4400337.7,4000307,3600276.3000000003,1,Yersinia aleksiciae
4666303,5132933.300000001,4528241,4075416.9,16,Yersinia enterocolitica
4275406,4702946.600000001,4275406,3847865.4,1,Yersinia entomophaga
4495532,4945085.2,4495532,4045978.8000000003,1,Yersinia frederiksenii
4859749,5345723.9,4859749,4373774.100000001,1,Yersinia intermedia
4496569,4946225.9,4444328,3999895.2,2,Yersinia kristensenii
4685423,5153965.300000001,4467447,4020702.3000000003,34,Yersinia pestis
4743972,5218369.2,4689436,4220492.4,8,Yersinia pseudotuberculosis
4372253,4809478.300000001,4372253,3935027.7,1,Yersinia rohdei
3699725,4069697.5000000005,3605216,3244694.4,2,Yersinia ruckeri
4903722,5394094.2,4903722,4413349.8,1,Yersinia similis
4204359,4624794.9,4204359,3783923.1,1,Zhongshania aliphaticivorans
5521712,6021712.0,5521712,5021712.0,1,Zobellia galactanivorans
5340688,5840688.0,5340688,4840688.0,1,Zobellia uliginosa
5128187,5628187.0,5128187,4628187.0,1,Zunongwangia profunda
2056363,2261999.3000000003,1961306,1765175.4000000001,6,Zymomonas mobilis
3592487,3951735.7,3592487,3233238.3000000003,1,[Bacillus] selenitireducens
3340941,3675035.1,3338699,3004829.1,2,[Brevibacterium] flavum
5459700,5959700.0,5459700,4959700.0,1,[Brevibacterium] frigoritolerans
3526441,3879085.1,3526441,3173796.9,1,[Cellvibrio] gilvus
3105335,3415868.5000000005,3105335,2794801.5,1,[Clostridium] acidurici
6377378,6877378.0,6377378,5877378.0,1,[Clostridium] bolteae
4068724,4475596.4,4068724,3661851.6,1,[Clostridium] cellulolyticum
2229578,2452535.8000000003,2229578,2006620.2,1,[Clostridium] cellulosi
3769775,4146752.5000000005,3769775,3392797.5,1,[Clostridium] cf.
4897678,5387445.800000001,4415514,3973962.6,2,[Clostridium] clariflavum
6383701,6883701.0,6383701,5883701.0,1,[Clostridium] indolis
1855173,2040690.3000000003,1855173,1669655.7,1,[Clostridium] paradoxum
3120417,3432458.7,3120417,2808375.3000000003,1,[Clostridium] propionicum
4662871,5129158.100000001,4662871,4196583.9,1,[Clostridium] saccharolyticum
3456852,3802537.2,3394044,3054639.6,2,[Clostridium] sordellii
3148357,3463192.7,2974379,2676941.1,3,[Clostridium] stercorarium
2715461,2987007.1,2715461,2443914.9,1,[Clostridium] sticklandii
3384656,3723121.6,3384656,3046190.4,1,[Eubacterium] cellulosolvens
2943413,3237754.3000000003,2836123,2552510.7,2,[Eubacterium] siraeum
1702560,1872816.0000000002,1574098,1416688.2,19,[Haemophilus] ducreyi
2280878,2508965.8000000003,2265927,2039334.3,3,[Haemophilus] parasuis
2701009,2971109.9000000004,2701009,2430908.1,1,[Pasteurella] pneumotropica
6476147,6976147.0,6476147,5976147.0,1,[Polyangium] brachysporum
3000939,3301032.9000000004,3000939,2700845.1,1,actinobacterium LLX17
1410127,1551139.7000000002,1237371,1113633.9000000001,3,alpha proteobacterium
2149384,2364322.4000000004,2149384,1934445.6,1,bacterium 2013Arg42i
602646,662910.6000000001,602646,542381.4,1,bacterium GW2011_GWA1_50_15
4812386,5293624.600000001,4812386,4331147.4,1,bacterium L21-Spi-D4
3614356,3975791.6,3614356,3252920.4,1,bacterium mt3
2045720,2250292.0,1334326,1200893.4000000001,2,beta proteobacterium
3601020,3961122.0000000005,3108859,2797973.1,3,butyrate-producing bacterium
2122767,2335043.7,878109,790298.1,4,candidate division
4895220,5384742.0,4895220,4405698.0,1,cyanobacterium PCC
2794318,3073749.8000000003,2794318,2514886.2,1,cyanobacterium endosymbiont
2540211,2794232.1,2540211,2286189.9,1,delta proteobacterium
2597759,2857534.9000000004,309299,278369.10000000003,5,endosymbiont of
5431811,5931811.0,5431811,4931811.0,1,filamentous cyanobacterium
4587455,5046200.5,2736988,2463289.2,2,gamma proteobacterium
2772187,3049405.7,2772187,2494968.3000000003,1,marine actinobacterium
1441139,1585252.9000000001,298471,268623.9,3,secondary endosymbiont
708439,779282.9,708439,637595.1,1,symbiont bacterium
4650162,5115178.2,4643553,4179197.7,3,synthetic Escherichia
1125857,1238442.7000000002,1125857,1013271.3,1,uncultured Termite
